2021-08-28 14:35:05,236 (main.py:410) [__main__][INFO] Load the structure information.
2021-08-28 14:35:05,236 (main.py:126) [__main__][INFO] Molecule was align_structure to 37-38 location.
2021-08-28 14:35:05,236 (main.py:126) [__main__][INFO] Molecule was align_structure to 37-38 location.
2021-08-28 14:35:09,018 (main.py:418) [__main__][INFO] The atom_list is defaultdict(<class 'list'>, {Element Ce: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11], Element O: [12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35], 'mol': [36, 37]})
2021-08-28 14:35:09,019 (main.py:420) [__main__][INFO] Apply the PBC and tailor the x-y, z coordinates.
2021-08-28 14:35:09,220 (main.py:262) [__main__][WARNING] i_new = 0.085545 j_new = -0.232254 index = (0, 0, 0)
2021-08-28 14:35:09,220 (main.py:262) [__main__][WARNING] i_new = 0.004423 j_new = -0.416949 index = (0, 0, 0)
2021-08-28 14:35:09,221 (main.py:262) [__main__][WARNING] i_new = 0.444444 j_new = -0.000968 index = (0, 1, 0)
2021-08-28 14:35:09,221 (main.py:262) [__main__][WARNING] i_new = 0.444444 j_new = -0.000968 index = (1, 0, 0)
2021-08-28 14:35:09,222 (main.py:262) [__main__][WARNING] i_new = 0.171090 j_new = -0.144578 index = (1, 0, 0)
2021-08-28 14:35:09,223 (main.py:262) [__main__][WARNING] i_new = 0.171090 j_new = -0.144578 index = (0, 0, 0)
2021-08-28 14:35:09,224 (main.py:262) [__main__][WARNING] i_new = 0.085545 j_new = -0.334637 index = (1, 1, 0)
2021-08-28 14:35:09,225 (main.py:262) [__main__][WARNING] i_new = 0.085545 j_new = -0.334637 index = (0, 0, 0)
2021-08-28 14:35:09,227 (main.py:262) [__main__][WARNING] i_new = 0.004423 j_new = -0.065846 index = (1, 0, 0)
2021-08-28 14:35:09,229 (main.py:262) [__main__][WARNING] i_new = 0.004423 j_new = -0.065846 index = (0, 0, 0)
2021-08-28 14:35:09,230 (main.py:262) [__main__][WARNING] i_new = 0.029989 j_new = -0.329080 index = (1, 1, 0)
2021-08-28 14:35:09,231 (main.py:262) [__main__][WARNING] i_new = 0.029989 j_new = -0.329080 index = (0, 0, 0)
2021-08-28 14:35:09,232 (main.py:262) [__main__][WARNING] i_new = 0.059979 j_new = -0.187781 index = (1, 0, 0)
2021-08-28 14:35:09,235 (main.py:262) [__main__][WARNING] i_new = 0.059979 j_new = -0.187781 index = (0, 0, 0)
2021-08-28 14:35:09,236 (main.py:262) [__main__][WARNING] i_new = 0.166667 j_new = -0.000135 index = (0, 1, 0)
2021-08-28 14:35:09,238 (main.py:262) [__main__][WARNING] i_new = 0.029989 j_new = -0.351424 index = (1, 1, 0)
2021-08-28 14:35:09,247 (main.py:262) [__main__][WARNING] i_new = 0.166667 j_new = -0.000135 index = (1, 1, 0)
2021-08-28 14:35:09,248 (main.py:262) [__main__][WARNING] i_new = 0.029989 j_new = -0.351424 index = (0, 0, 0)
2021-08-28 14:35:09,250 (main.py:262) [__main__][WARNING] i_new = 0.171090 j_new = -0.249391 index = (1, 0, 0)
2021-08-28 14:35:09,251 (main.py:262) [__main__][WARNING] i_new = 0.171090 j_new = -0.249391 index = (0, 0, 0)
2021-08-28 14:35:09,256 (main.py:262) [__main__][WARNING] i_new = 0.115534 j_new = -0.383622 index = (1, 0, 0)
2021-08-28 14:35:09,258 (main.py:262) [__main__][WARNING] i_new = 0.115534 j_new = -0.383622 index = (0, 0, 0)
2021-08-28 14:35:09,264 (main.py:262) [__main__][WARNING] i_new = 0.111111 j_new = -0.000069 index = (0, 1, 0)
2021-08-28 14:35:09,267 (main.py:262) [__main__][WARNING] i_new = 0.111111 j_new = -0.000069 index = (1, 1, 0)
2021-08-28 14:35:09,268 (main.py:262) [__main__][WARNING] i_new = 0.171090 j_new = -0.266278 index = (1, 0, 0)
2021-08-28 14:35:09,272 (main.py:262) [__main__][WARNING] i_new = 0.171090 j_new = -0.266278 index = (0, 0, 0)
2021-08-28 14:35:09,273 (main.py:262) [__main__][WARNING] i_new = 0.004423 j_new = -0.034572 index = (1, 0, 0)
2021-08-28 14:35:09,274 (main.py:262) [__main__][WARNING] i_new = 0.004423 j_new = -0.034572 index = (0, 0, 0)
2021-08-28 14:35:09,411 (main.py:262) [__main__][WARNING] i_new = 0.029989 j_new = -0.087697 index = (1, 1, 0)
2021-08-28 14:35:09,412 (main.py:262) [__main__][WARNING] i_new = 0.029989 j_new = -0.087697 index = (0, 0, 0)
2021-08-28 14:35:09,413 (main.py:262) [__main__][WARNING] i_new = 0.029989 j_new = -0.294062 index = (1, 1, 0)
2021-08-28 14:35:09,414 (main.py:262) [__main__][WARNING] i_new = 0.029989 j_new = -0.294062 index = (0, 0, 0)
2021-08-28 14:35:09,425 (main.py:262) [__main__][WARNING] i_new = 0.037057 j_new = -0.294723 index = (1, 1, 0)
2021-08-28 14:35:09,426 (main.py:262) [__main__][WARNING] i_new = 0.037057 j_new = -0.294723 index = (0, 0, 0)
2021-08-28 14:35:09,427 (main.py:262) [__main__][WARNING] i_new = 0.222222 j_new = -0.013349 index = (0, 1, 0)
2021-08-28 14:35:09,428 (main.py:262) [__main__][WARNING] i_new = 0.222222 j_new = -0.013349 index = (1, 1, 0)
2021-08-28 14:35:09,428 (main.py:262) [__main__][WARNING] i_new = 0.092613 j_new = -0.247661 index = (1, 1, 0)
2021-08-28 14:35:09,428 (main.py:262) [__main__][WARNING] i_new = 0.092613 j_new = -0.247661 index = (0, 0, 0)
2021-08-28 14:35:09,429 (main.py:262) [__main__][WARNING] i_new = 0.092613 j_new = -0.042542 index = (1, 1, 0)
2021-08-28 14:35:09,430 (main.py:262) [__main__][WARNING] i_new = 0.092613 j_new = -0.042542 index = (0, 0, 0)
2021-08-28 14:35:09,431 (main.py:262) [__main__][WARNING] i_new = 0.037057 j_new = -0.102520 index = (1, 1, 0)
2021-08-28 14:35:09,432 (main.py:262) [__main__][WARNING] i_new = 0.037057 j_new = -0.102520 index = (0, 0, 0)
2021-08-28 14:35:09,475 (main.py:262) [__main__][WARNING] i_new = 0.037057 j_new = -0.304462 index = (1, 1, 0)
2021-08-28 14:35:09,476 (main.py:262) [__main__][WARNING] i_new = 0.037057 j_new = -0.304462 index = (0, 0, 0)
2021-08-28 14:35:09,476 (main.py:262) [__main__][WARNING] i_new = 0.092613 j_new = -0.245691 index = (1, 1, 0)
2021-08-28 14:35:09,477 (main.py:262) [__main__][WARNING] i_new = 0.092613 j_new = -0.245691 index = (0, 0, 0)
2021-08-28 14:35:09,483 (main.py:262) [__main__][WARNING] i_new = 0.085545 j_new = -0.389872 index = (1, 1, 0)
2021-08-28 14:35:09,484 (main.py:262) [__main__][WARNING] i_new = 0.085545 j_new = -0.389872 index = (0, 0, 0)
2021-08-28 14:35:09,486 (main.py:262) [__main__][WARNING] i_new = 0.037057 j_new = -0.079593 index = (1, 1, 0)
2021-08-28 14:35:09,494 (main.py:262) [__main__][WARNING] i_new = 0.037057 j_new = -0.079593 index = (0, 0, 0)
2021-08-28 14:35:09,498 (main.py:262) [__main__][WARNING] i_new = 0.148168 j_new = -0.058843 index = (1, 1, 0)
2021-08-28 14:35:09,498 (main.py:262) [__main__][WARNING] i_new = 0.148168 j_new = -0.058843 index = (0, 0, 0)
2021-08-28 14:35:09,519 (main.py:262) [__main__][WARNING] i_new = 0.111111 j_new = -0.335915 index = (0, 1, 0)
2021-08-28 14:35:09,520 (main.py:262) [__main__][WARNING] i_new = 0.111111 j_new = -0.335915 index = (1, 1, 0)
2021-08-28 14:35:09,520 (main.py:262) [__main__][WARNING] i_new = 0.148168 j_new = -0.154970 index = (1, 1, 0)
2021-08-28 14:35:09,520 (main.py:262) [__main__][WARNING] i_new = 0.148168 j_new = -0.154970 index = (0, 0, 0)
2021-08-28 14:35:09,558 (main.py:262) [__main__][WARNING] i_new = 0.002663 j_new = -0.000567 index = (0, 1, 0)
2021-08-28 14:35:09,558 (main.py:262) [__main__][WARNING] i_new = 0.003836 j_new = -0.000458 index = (0, 1, 0)
2021-08-28 14:35:09,559 (main.py:262) [__main__][WARNING] i_new = 0.002507 j_new = -0.000120 index = (0, 1, 0)
2021-08-28 14:35:09,559 (main.py:262) [__main__][WARNING] i_new = 0.002106 j_new = -0.000359 index = (0, 1, 0)
2021-08-28 14:35:09,559 (main.py:262) [__main__][WARNING] i_new = 0.002929 j_new = -0.000430 index = (0, 1, 0)
2021-08-28 14:35:09,574 (main.py:262) [__main__][WARNING] i_new = 0.005197 j_new = -0.000938 index = (0, 1, 0)
2021-08-28 14:35:09,593 (main.py:262) [__main__][WARNING] i_new = 0.104540 j_new = -0.343236 index = (0, 1, 0)
2021-08-28 14:35:09,593 (main.py:262) [__main__][WARNING] i_new = 0.002663 j_new = -0.000567 index = (1, 0, 0)
2021-08-28 14:35:09,594 (main.py:262) [__main__][WARNING] i_new = 0.003836 j_new = -0.000458 index = (1, 0, 0)
2021-08-28 14:35:09,594 (main.py:262) [__main__][WARNING] i_new = 0.002507 j_new = -0.000120 index = (1, 0, 0)
2021-08-28 14:35:09,594 (main.py:262) [__main__][WARNING] i_new = 0.002106 j_new = -0.000359 index = (1, 0, 0)
2021-08-28 14:35:09,594 (main.py:262) [__main__][WARNING] i_new = 0.002929 j_new = -0.000430 index = (1, 0, 0)
2021-08-28 14:35:09,595 (main.py:262) [__main__][WARNING] i_new = 0.005197 j_new = -0.000938 index = (1, 0, 0)
2021-08-28 14:35:09,595 (main.py:262) [__main__][WARNING] i_new = 0.005950 j_new = -0.000205 index = (1, 1, 0)
2021-08-28 14:35:09,596 (main.py:262) [__main__][WARNING] i_new = 0.002292 j_new = -0.000149 index = (1, 1, 0)
2021-08-28 14:35:09,596 (main.py:262) [__main__][WARNING] i_new = 0.002577 j_new = -0.000022 index = (1, 1, 0)
2021-08-28 14:35:09,597 (main.py:262) [__main__][WARNING] i_new = 0.005070 j_new = -0.000507 index = (1, 1, 0)
2021-08-28 14:35:09,597 (main.py:262) [__main__][WARNING] i_new = 0.005041 j_new = -0.000226 index = (1, 1, 0)
2021-08-28 14:35:09,598 (main.py:262) [__main__][WARNING] i_new = 0.104540 j_new = -0.343236 index = (1, 1, 0)
2021-08-28 14:35:09,605 (main.py:262) [__main__][WARNING] i_new = 0.005950 j_new = -0.000205 index = (0, 0, 0)
2021-08-28 14:35:09,605 (main.py:262) [__main__][WARNING] i_new = 0.002292 j_new = -0.000149 index = (0, 0, 0)
2021-08-28 14:35:09,606 (main.py:262) [__main__][WARNING] i_new = 0.002577 j_new = -0.000022 index = (0, 0, 0)
2021-08-28 14:35:09,606 (main.py:262) [__main__][WARNING] i_new = 0.005070 j_new = -0.000507 index = (0, 0, 0)
2021-08-28 14:35:09,606 (main.py:262) [__main__][WARNING] i_new = 0.005041 j_new = -0.000226 index = (0, 0, 0)
2021-08-28 14:35:09,622 (main.py:262) [__main__][WARNING] i_new = 0.388889 j_new = -0.000663 index = (0, 1, 0)
2021-08-28 14:35:09,625 (main.py:262) [__main__][WARNING] i_new = 0.388889 j_new = -0.000663 index = (1, 0, 0)
2021-08-28 14:35:09,629 (main.py:262) [__main__][WARNING] i_new = 0.148168 j_new = -0.245639 index = (1, 1, 0)
2021-08-28 14:35:09,633 (main.py:262) [__main__][WARNING] i_new = 0.148168 j_new = -0.245639 index = (0, 0, 0)
2021-08-28 14:35:09,636 (main.py:262) [__main__][WARNING] i_new = 0.333333 j_new = -0.012165 index = (0, 1, 0)
2021-08-28 14:35:09,636 (main.py:262) [__main__][WARNING] i_new = 0.333333 j_new = -0.012165 index = (1, 0, 0)
2021-08-28 14:35:09,639 (main.py:262) [__main__][WARNING] i_new = 0.166667 j_new = -0.068028 index = (0, 1, 0)
2021-08-28 14:35:09,639 (main.py:262) [__main__][WARNING] i_new = 0.166667 j_new = -0.068028 index = (1, 0, 0)
2021-08-28 14:35:09,643 (main.py:262) [__main__][WARNING] i_new = 0.222222 j_new = -0.012032 index = (0, 1, 0)
2021-08-28 14:35:09,645 (main.py:262) [__main__][WARNING] i_new = 0.222222 j_new = -0.012032 index = (1, 1, 0)
2021-08-28 14:35:09,655 (main.py:262) [__main__][WARNING] i_new = 0.171090 j_new = -0.147789 index = (1, 0, 0)
2021-08-28 14:35:09,656 (main.py:262) [__main__][WARNING] i_new = 0.171090 j_new = -0.147789 index = (0, 0, 0)
2021-08-28 14:35:09,656 (main.py:262) [__main__][WARNING] i_new = 0.059979 j_new = -0.372450 index = (1, 0, 0)
2021-08-28 14:35:09,657 (main.py:262) [__main__][WARNING] i_new = 0.059979 j_new = -0.372450 index = (0, 0, 0)
2021-08-28 14:35:09,657 (main.py:262) [__main__][WARNING] i_new = 0.004423 j_new = -0.386189 index = (1, 0, 0)
2021-08-28 14:35:09,658 (main.py:262) [__main__][WARNING] i_new = 0.004423 j_new = -0.386189 index = (0, 0, 0)
2021-08-28 14:35:09,659 (main.py:262) [__main__][WARNING] i_new = 0.085545 j_new = -0.343728 index = (1, 1, 0)
2021-08-28 14:35:09,659 (main.py:262) [__main__][WARNING] i_new = 0.085545 j_new = -0.343728 index = (0, 0, 0)
2021-08-28 14:35:09,764 (main.py:262) [__main__][WARNING] i_new = 0.277778 j_new = -0.001584 index = (0, 1, 0)
2021-08-28 14:35:09,767 (main.py:262) [__main__][WARNING] i_new = 0.277778 j_new = -0.001584 index = (1, 0, 0)
2021-08-28 14:35:09,777 (main.py:262) [__main__][WARNING] i_new = 0.059979 j_new = -0.003558 index = (1, 0, 0)
2021-08-28 14:35:09,778 (main.py:262) [__main__][WARNING] i_new = 0.059979 j_new = -0.003558 index = (0, 0, 0)
2021-08-28 14:35:09,780 (main.py:262) [__main__][WARNING] i_new = 0.085545 j_new = -0.146908 index = (1, 1, 0)
2021-08-28 14:35:09,781 (main.py:262) [__main__][WARNING] i_new = 0.085545 j_new = -0.146908 index = (0, 0, 0)
2021-08-28 14:35:09,782 (main.py:262) [__main__][WARNING] i_new = 0.004423 j_new = -0.040128 index = (1, 0, 0)
2021-08-28 14:35:09,783 (main.py:262) [__main__][WARNING] i_new = 0.004423 j_new = -0.040128 index = (0, 0, 0)
2021-08-28 14:35:09,784 (main.py:262) [__main__][WARNING] i_new = 0.171090 j_new = -0.175677 index = (1, 0, 0)
2021-08-28 14:35:09,787 (main.py:262) [__main__][WARNING] i_new = 0.171090 j_new = -0.175677 index = (0, 0, 0)
2021-08-28 14:35:09,789 (main.py:262) [__main__][WARNING] i_new = 0.085545 j_new = -0.133340 index = (1, 1, 0)
2021-08-28 14:35:09,790 (main.py:262) [__main__][WARNING] i_new = 0.085545 j_new = -0.133340 index = (0, 0, 0)
2021-08-28 14:35:09,791 (main.py:262) [__main__][WARNING] i_new = 0.277778 j_new = -0.022093 index = (0, 1, 0)
2021-08-28 14:35:09,793 (main.py:262) [__main__][WARNING] i_new = 0.277778 j_new = -0.022093 index = (1, 0, 0)
2021-08-28 14:35:09,797 (main.py:262) [__main__][WARNING] i_new = 0.141100 j_new = -0.000568 index = (0, 1, 0)
2021-08-28 14:35:09,798 (main.py:262) [__main__][WARNING] i_new = 0.055556 j_new = -0.001527 index = (0, 1, 0)
2021-08-28 14:35:09,800 (main.py:262) [__main__][WARNING] i_new = 0.141100 j_new = -0.000568 index = (1, 0, 0)
2021-08-28 14:35:09,801 (main.py:262) [__main__][WARNING] i_new = 0.055556 j_new = -0.001527 index = (1, 0, 0)
2021-08-28 14:35:09,803 (main.py:262) [__main__][WARNING] i_new = 0.115534 j_new = -0.161060 index = (1, 0, 0)
2021-08-28 14:35:09,805 (main.py:262) [__main__][WARNING] i_new = 0.115534 j_new = -0.161060 index = (0, 0, 0)
2021-08-28 14:35:09,811 (main.py:262) [__main__][WARNING] i_new = 0.171090 j_new = -0.110065 index = (1, 0, 0)
2021-08-28 14:35:09,813 (main.py:262) [__main__][WARNING] i_new = 0.171090 j_new = -0.110065 index = (0, 0, 0)
2021-08-28 14:35:09,814 (main.py:262) [__main__][WARNING] i_new = 0.148168 j_new = -0.001779 index = (0, 1, 0)
2021-08-28 14:35:09,820 (main.py:262) [__main__][WARNING] i_new = 0.148168 j_new = -0.001779 index = (1, 0, 0)
2021-08-28 14:35:09,823 (main.py:262) [__main__][WARNING] i_new = 0.059979 j_new = -0.389481 index = (1, 0, 0)
2021-08-28 14:35:09,835 (main.py:262) [__main__][WARNING] i_new = 0.059979 j_new = -0.389481 index = (0, 0, 0)
2021-08-28 14:35:09,840 (main.py:262) [__main__][WARNING] i_new = 0.333333 j_new = -0.001714 index = (0, 1, 0)
2021-08-28 14:35:09,844 (main.py:262) [__main__][WARNING] i_new = 0.333333 j_new = -0.001714 index = (1, 1, 0)
2021-08-28 14:35:09,846 (main.py:262) [__main__][WARNING] i_new = 0.004423 j_new = -0.447101 index = (1, 0, 0)
2021-08-28 14:35:09,847 (main.py:262) [__main__][WARNING] i_new = 0.029989 j_new = -0.085093 index = (1, 1, 0)
2021-08-28 14:35:09,851 (main.py:262) [__main__][WARNING] i_new = 0.029989 j_new = -0.085093 index = (0, 0, 0)
2021-08-28 14:35:09,852 (main.py:262) [__main__][WARNING] i_new = 0.004423 j_new = -0.447101 index = (0, 0, 0)
2021-08-28 14:35:09,871 (main.py:262) [__main__][WARNING] i_new = 0.115534 j_new = -0.180996 index = (1, 0, 0)
2021-08-28 14:35:09,872 (main.py:262) [__main__][WARNING] i_new = 0.029989 j_new = -0.041696 index = (1, 1, 0)
2021-08-28 14:35:09,879 (main.py:262) [__main__][WARNING] i_new = 0.029989 j_new = -0.041696 index = (0, 0, 0)
2021-08-28 14:35:09,880 (main.py:262) [__main__][WARNING] i_new = 0.115534 j_new = -0.180996 index = (0, 0, 0)
2021-08-28 14:35:09,955 (main.py:262) [__main__][WARNING] i_new = 0.059979 j_new = -0.107416 index = (1, 0, 0)
2021-08-28 14:35:09,958 (main.py:262) [__main__][WARNING] i_new = 0.059979 j_new = -0.107416 index = (0, 0, 0)
2021-08-28 14:35:09,961 (main.py:262) [__main__][WARNING] i_new = 0.004423 j_new = -0.123763 index = (1, 0, 0)
2021-08-28 14:35:09,963 (main.py:262) [__main__][WARNING] i_new = 0.004423 j_new = -0.123763 index = (0, 0, 0)
2021-08-28 14:35:09,966 (main.py:262) [__main__][WARNING] i_new = 0.171090 j_new = -0.136856 index = (1, 0, 0)
2021-08-28 14:35:09,971 (main.py:262) [__main__][WARNING] i_new = 0.171090 j_new = -0.136856 index = (0, 0, 0)
2021-08-28 14:35:09,980 (main.py:262) [__main__][WARNING] i_new = 0.059979 j_new = -0.054788 index = (1, 0, 0)
2021-08-28 14:35:09,985 (main.py:262) [__main__][WARNING] i_new = 0.029989 j_new = -0.445212 index = (1, 1, 0)
2021-08-28 14:35:09,987 (main.py:262) [__main__][WARNING] i_new = 0.029989 j_new = -0.445212 index = (0, 0, 0)
2021-08-28 14:35:09,995 (main.py:262) [__main__][WARNING] i_new = 0.059979 j_new = -0.054788 index = (0, 0, 0)
2021-08-28 14:35:10,012 (main.py:262) [__main__][WARNING] i_new = 0.029989 j_new = -0.360803 index = (1, 1, 0)
2021-08-28 14:35:10,013 (main.py:262) [__main__][WARNING] i_new = 0.029989 j_new = -0.360803 index = (0, 0, 0)
2021-08-28 14:35:10,030 (main.py:262) [__main__][WARNING] i_new = 0.055556 j_new = -0.000976 index = (0, 1, 0)
2021-08-28 14:35:10,032 (main.py:262) [__main__][WARNING] i_new = 0.055556 j_new = -0.000976 index = (1, 1, 0)
2021-08-28 14:35:10,035 (main.py:262) [__main__][WARNING] i_new = 0.029989 j_new = -0.334134 index = (1, 1, 0)
2021-08-28 14:35:10,036 (main.py:262) [__main__][WARNING] i_new = 0.029989 j_new = -0.334134 index = (0, 0, 0)
2021-08-28 14:35:10,099 (main.py:262) [__main__][WARNING] i_new = -0.000363 j_new = 0.000761 index = (0, 1, 0)
2021-08-28 14:35:10,107 (main.py:262) [__main__][WARNING] i_new = 0.000005 j_new = -0.002268 index = (0, 1, 0)
2021-08-28 14:35:10,110 (main.py:262) [__main__][WARNING] i_new = 0.000213 j_new = -0.002422 index = (0, 1, 0)
2021-08-28 14:35:10,110 (main.py:262) [__main__][WARNING] i_new = 0.000213 j_new = -0.003077 index = (0, 1, 0)
2021-08-28 14:35:10,110 (main.py:262) [__main__][WARNING] i_new = 0.000005 j_new = -0.002495 index = (0, 1, 0)
2021-08-28 14:35:10,111 (main.py:262) [__main__][WARNING] i_new = -0.000363 j_new = 0.000761 index = (1, 0, 0)
2021-08-28 14:35:10,112 (main.py:262) [__main__][WARNING] i_new = 0.000363 j_new = -0.002078 index = (1, 0, 0)
2021-08-28 14:35:10,113 (main.py:262) [__main__][WARNING] i_new = 0.000005 j_new = -0.002268 index = (1, 1, 0)
2021-08-28 14:35:10,114 (main.py:262) [__main__][WARNING] i_new = 0.000213 j_new = -0.002422 index = (1, 1, 0)
2021-08-28 14:35:10,114 (main.py:262) [__main__][WARNING] i_new = 0.000213 j_new = -0.003077 index = (1, 1, 0)
2021-08-28 14:35:10,115 (main.py:262) [__main__][WARNING] i_new = 0.000005 j_new = -0.002495 index = (1, 1, 0)
2021-08-28 14:35:10,116 (main.py:262) [__main__][WARNING] i_new = 0.000363 j_new = -0.002078 index = (0, 0, 0)
2021-08-28 14:35:10,121 (main.py:262) [__main__][WARNING] i_new = 0.092613 j_new = -0.360776 index = (1, 1, 0)
2021-08-28 14:35:10,126 (main.py:262) [__main__][WARNING] i_new = 0.092613 j_new = -0.360776 index = (0, 0, 0)
2021-08-28 14:35:10,131 (main.py:262) [__main__][WARNING] i_new = 0.222222 j_new = -0.001269 index = (0, 1, 0)
2021-08-28 14:35:10,136 (main.py:262) [__main__][WARNING] i_new = 0.222222 j_new = -0.001269 index = (1, 1, 0)
2021-08-28 14:35:10,137 (main.py:262) [__main__][WARNING] i_new = 0.037057 j_new = -0.439614 index = (1, 1, 0)
2021-08-28 14:35:10,138 (main.py:262) [__main__][WARNING] i_new = 0.037057 j_new = -0.439614 index = (0, 0, 0)
2021-08-28 14:35:10,141 (main.py:262) [__main__][WARNING] i_new = 0.388889 j_new = -0.026982 index = (0, 1, 0)
2021-08-28 14:35:10,142 (main.py:262) [__main__][WARNING] i_new = 0.388889 j_new = -0.026982 index = (1, 0, 0)
2021-08-28 14:35:10,142 (main.py:262) [__main__][WARNING] i_new = 0.037057 j_new = -0.412377 index = (1, 1, 0)
2021-08-28 14:35:10,143 (main.py:262) [__main__][WARNING] i_new = 0.037057 j_new = -0.412377 index = (0, 0, 0)
2021-08-28 14:35:10,153 (main.py:262) [__main__][WARNING] i_new = 0.333333 j_new = -0.000402 index = (0, 1, 0)
2021-08-28 14:35:10,154 (main.py:262) [__main__][WARNING] i_new = 0.333333 j_new = -0.000402 index = (1, 1, 0)
2021-08-28 14:35:10,154 (main.py:262) [__main__][WARNING] i_new = 0.092613 j_new = -0.220159 index = (1, 1, 0)
2021-08-28 14:35:10,154 (main.py:262) [__main__][WARNING] i_new = 0.092613 j_new = -0.220159 index = (0, 0, 0)
2021-08-28 14:35:10,154 (main.py:262) [__main__][WARNING] i_new = 0.037057 j_new = -0.142099 index = (1, 1, 0)
2021-08-28 14:35:10,155 (main.py:262) [__main__][WARNING] i_new = 0.037057 j_new = -0.142099 index = (0, 0, 0)
2021-08-28 14:35:10,165 (main.py:262) [__main__][WARNING] i_new = 0.037057 j_new = -0.107247 index = (1, 1, 0)
2021-08-28 14:35:10,166 (main.py:262) [__main__][WARNING] i_new = 0.037057 j_new = -0.107247 index = (0, 0, 0)
2021-08-28 14:35:10,169 (main.py:262) [__main__][WARNING] i_new = 0.092613 j_new = -0.032678 index = (1, 1, 0)
